recall:	0.15543666666666867
FNR:	0.15543666666666867
fallout:	0.06676642857142828
TNR:	0.06676642857142828
precision:	0.15543666666666867
FDR:	0.15543666666666867
NPV:	0.06676642857142828
FOR:	0.06676642857142828
accuracy:	0.08455999999999692
BA:	0.08455999999999692
F1 score:	0.15543666666666867
FM:	0.15543666666666867
MCC:	0.22220309523809242
Jaccard index:	0.13170666666666697
LR+:	0.8272999999999987
LR-:	0.3782204761904788
informedness:	0.22220309523809242
PT:	0.1522478003033076
markedness:	0.22220309523809242
MSE:	6.850599999999955
RMSE:	0.8776197707152532
MAE:	0.869399999999998
MAPE:	39.52384126984088
SMAPE:	15.456294945680455
R2 score:	0.8303757575757591
Kendall tau:	0.3080000000000082
Spearmann rho:	0.41518787878787955
NDPM:	0.11164444444444512
DCG:	1.1872810660736592
nDCG:	0.03962079481892104
MRR:	0.026968690476190597
GMR:	1.7476993267593364
meanRank:	1.6819666666666653
