recall:	0.0302537658592521
FNR:	0.0302537658592521
fallout:	0.010775599470800782
TNR:	0.01077559947080078
precision:	0.0302537658592521
FDR:	0.0302537658592521
NPV:	0.01077559947080078
FOR:	0.01077559947080078
accuracy:	0.014204800000001362
BA:	0.014204800000001362
F1 score:	0.0302537658592521
FM:	0.0302537658592521
MCC:	0.041029365330052726
Jaccard index:	0.021420592371510814
LR+:	0.31042341172037113
LR-:	0.058537985829227555
informedness:	0.041029365330052726
PT:	0.06226432032837521
markedness:	0.041029365330052726
MSE:	68.51643999999862
RMSE:	1.6874840296350693
MAE:	1.720199999999999
MAPE:	38.92489091980858
SMAPE:	6.291102853750234
R2 score:	0.3290105162064773
Kendall tau:	0.11179428571428564
Spearmann rho:	0.16450525810323866
NDPM:	0.02033142857142998
DCG:	3.435370970637338
nDCG:	0.008693838656017892
MRR:	0.0020951002808932396
GMR:	2.7717556853201786
meanRank:	2.6087479297742187
