recall:	0.06566462962964233
FNR:	0.06566462962964233
fallout:	0.03335187610228935
TNR:	0.03335187610228935
precision:	0.06566462962964233
FDR:	0.06566462962964233
NPV:	0.03335187610228935
FOR:	0.03335187610228935
accuracy:	0.04088333333330832
BA:	0.04088333333330832
F1 score:	0.06566462962964233
FM:	0.06566462962964233
MCC:	0.0990165057319188
Jaccard index:	0.05506858024691197
LR+:	0.39771111111110874
LR-:	0.1815743187830481
informedness:	0.0990165057319188
PT:	0.061277225115848405
markedness:	0.0990165057319188
MSE:	2.69581111111133
RMSE:	0.34968108609670884
MAE:	0.33161111111097497
MAPE:	13.464963734567345
SMAPE:	6.012401696991833
R2 score:	0.32676498316522956
Kendall tau:	0.12449876543199184
Spearmann rho:	0.16338249158261478
NDPM:	0.05728518518512131
DCG:	0.6253776174592752
nDCG:	0.020869496679202265
MRR:	0.012112791005289203
GMR:	0.6403265744605202
meanRank:	0.6146064814814343
