recall:	0.004645056349420477
FNR:	0.004645056349420477
fallout:	0.002151620245337096
TNR:	0.002151620245337096
precision:	0.004645056349420477
FDR:	0.004645056349420477
NPV:	0.0021516202453370956
FOR:	0.0021516202453370956
accuracy:	0.0027356421356402455
BA:	0.0027356421356402455
F1 score:	0.004645056349420477
FM:	0.004645056349420477
MCC:	0.006796676594756517
Jaccard index:	0.0032369558258224652
LR+:	0.03033989739667063
LR-:	0.010357076352431355
informedness:	0.006796676594756496
PT:	0.020612817832317186
markedness:	0.006796676594756498
MSE:	22.941548134408517
RMSE:	0.2924519774814611
MAE:	0.27835703978554777
MAPE:	2.4205325763234438
SMAPE:	0.5229165431692044
R2 score:	0.027532611022384235
Kendall tau:	0.009609681644306645
Spearmann rho:	0.013766305511192099
NDPM:	0.004492336267224675
DCG:	2.3866333282432266
nDCG:	0.001908837202831654
MRR:	0.0002047592680794585
GMR:	0.5384079065007534
meanRank:	0.49439157663400385
